81_1	when if know your go going open door door tell bad bad opening wrong step shut doors check failure shock switch knock garage garage error brake mechanic opener opener
81_2	not because work open why door door working stop stop stopped stopped opening operation problem caused cause failed shut refused doors failure switch garage garage error brake opener opener
81_3	open door door someone opening cost cost electric price price doors replacement repair garage garage fee fix penny contractor opener opener
81_4	open door door instead instead rather opening step doors doors alternative replace replace replacement replacement remove button switch repair garage garage fix opener opener
81_5	new new open door door find opening step step choice pick doors doors choose choose replacement remove button switch select garage garage garage drill opener opener
81_6	do open door door help control role opening doors doors device smart smart button switch tool mechanism garage garage robot opener opener
81_7	you know open door door tell important important security opening safe safety safety protection doors importance importance smart smart garage garage safely opener opener
81_8	would can could open door door opening step doors threat smart smart remote switch wire mechanism stolen garage garage error fake robot fraud opener opener cyber hack hack hacker hacked hacked
82_1	##o know food food list label label learning learn foods certification labels labeled gm gm gm nutrition patented fda labeling
82_2	##o food label pro pro advantage agriculture benefit marketing foods con con labels gm gm gm disadvantage disadvantage labeling
82_3	##o food food label label pro pro agriculture benefit marketing foods con con labels gm gm gm disadvantage disadvantage labeling
82_4	##o european food europe rules rule label marketing requirements regulations ban eu eu regulation foods certification labels gm gm gm fda labeling
82_5	tell ##able analysis trail techniques tools tools technique tool trace trace trace database ##ability ##ability tracking
82_6	- ##o co co role role added addition food label partner roles extra extra marketing foods gm gm ingredient extras pathogen labeling additive
82_7	##o how done done process test test step conducted testing testing lab sample experiment infection gm gm gm contamination contamination contaminated
82_8	##o us different european european food europe label usa approach difference difference agriculture marketing approaches foods labels gm gm labeling
82_9	how work work based based based research works process step analysis method method methods gene techniques technique dna dna dna mechanism genetic experiment watson algorithm forensic sequencing
82_10	- would could ##o better co co added addition additional test effect increase proposed extra extra extra plus advantage improve improve reduce testing testing benefit experiment improvement supplement gm gm gm vaccine extras
83_1	their about some things important fact fact animal details beauty interesting interesting characteristics honey facts facts bee bee bee ##bee bees bees bees insect fascinating burt
83_2	their because why cause smell error ruin ruin bee bee bee bees bees bees contamination spoiled spoiled pest spoil spoil spoil
83_3	so people many many because population death why died dead die die cause sick dying dying decline ruin bee bee bee bees bees bees pest
83_4	can do last death keep done stop stop dead kill die die step treatment prevent reduce dying dying remove honey cure prevention bee bee bee bees bees insect fertility pest
83_5	have has been once done changed gone happened effect destroyed environment damage happen happen threat destruction habitat habitat habitat honey ruin bee bee bee habitats habitats pollution bees bees bees extinction contamination pest
83_6	you can do last death died help stop dead kill die die problem step problems treatment dying dying remove decline prevention bee bee bee cope irrigation bees bees pest
83_7	##d ##d caused caused cause cause disease causes cc cc cc
83_8	out out would if if could last death died died dead die die effect damage happen drop ##out possibility decline honey survival extinct ruin bee bee bee bees bees bees insect extinction pest
84_1	how work work company works start step create opportunity stock fund funding investment investment strategy marketing foster seed seed seed venture seeds seeds investments investments entrepreneur startup startup
84_2	more award tell round round angel angel angel rounds rounds angels angels scout dice
84_3	how different round round similar competition beat compared crowd crowd difference stock funding angel angel vs marketing ##cing rounds rounds angels comparison ##fu competitor crowds compare compare ##nding ##nding
84_4	a around many much series series series round round seven usually size ball volume angel angel angel typical typical rounds angels angels serial dice
84_5	round round effect risk risk stock dangerous funding angel angel angel advantage threat investment danger rounds rounds angels investors fraud investments risks risks gambling invest investing
84_6	##s used use different army round round type types angel angel weapon rifle rounds rounds angels bullet toy vc vc
85_1	used used use car version owned cost cost price price driver truck buy sale milan edmund lamb lamb ##hini ##hini pricing ##org
85_2	a than different car version similar size beat compared difference truck vs superior milan comparison lamb lamb compare compare ferrari ferrari ferrari ##hini ##hini ##org
85_3	out out about ##ing ##ed ##ed food food kitchen truck truck restaurant ##out ##mp ##mp trucks trucks sandwich zombie pi pi bait handler
85_4	out ##ed need needed food food required equipment truck truck restaurant license license licensed ##mp ##mp registration permit rent trucks trucks certification hire permits permits pi handler
85_5	best make good good located better food food food makes location location create perfect kitchen shop truck truck restaurant locations locations friendly trucks trucks
85_6	like like day day days days car usually normal driver driving ride weather truck saturday typical typical milan timing lamb lamb ##hini ##hini ##org ##org
85_7	you can run run car move running food food success successful successful step bus truck truck restaurant successfully successfully button robot trucks trucks safely lamb lamb recipe ##hini ##hini ##org
85_8	some best good example food food kitchen farm learning types learn learn truck restaurant examples examples toy trucks trucks foods sandwich lamb lamb ##hini ##org
85_9	was made did make car design popular makes success success successful successful failed ##ive brand besides taste interesting innovation invented invention lamb lamb flavor ##vent innovations ##hini ##hini inventions ##org ##org flavors
86_1	like like summer weather weather cool cool climate climate temperature utah utah utah comfort terrain ut ut
86_2	city city town different george lake lake difference difference salt salt lakes utah utah utah vegas geography differ differ ut ut
86_3	city city major main main lake lake industry economic economic activities activities activity activity opportunity economy economy biggest agriculture mining salt salt salt lakes utah utah tourism vegas
86_4	was city game games games 2002 2002 lake 1997 event stadium basketball effect olympics effects impact impact olympic salt salt crash utah utah vegas affect massacre impacted
86_5	were city used used use located major park important important lake mountain location hotel facility sites importance locations locations salt salt lakes utah utah resort vegas ski ski terrain skiing skiing landmarks
86_6	city park non non important important race lake lake event festival events events activities challenge happen sport importance occur salt salt lakes utah utah ski ski skiing landmarks
86_7	some do city area park things non non thing lake areas popular hotel activities winter winter nearby visit friendly salt salt utah utah vegas recreation hiking camping landmarks
87_1	different type type plant tree tree variety genus color trees trees types types plants orange orange orange fruit colour flower varieties
87_2	can different find tell tell plant tree tree separate color trees trees split apart apart apart plants difference orange orange orange smell separated determine fruit colour distinguish
87_3	have has type plant tree tree variety genus trees trees orange orange orange fruit blade flower thorn thorn thorns thorns thorns
87_4	from come history original originally originally plant location tree ancient variety trees trees farm plants orange orange orange origin origin flower habitat
87_5	about tell type variety variety genus farm ##lin ##lin ##lin types variation breed toy varieties varieties ham ham ham subspecies terri
87_6	p p because why ##b ##b type replaced variety variety ##lin ##lin gene replace replace ##bs replacement evolution variation breed varieties ham ham
87_7	##l different different style type type variety types types core ##ls dragon blade aisle nave nave nave tori
87_8	most most best beautiful variety color pick sweet orange orange orange pack favorite fruit colour sandwich delicious delicious delicious flavor citrus
87_9	##s blood blood blood match similar tree variety color trees trees compared plants difference orange orange orange fruit colour comparison cherry compare compare flavor
88_1	were no some did know system system tell information information europe systems industry empire empire labour labour labor labor turkish turkish agriculture ottoman ottoman slavery turk
88_2	were did role role parliament empire empire ancient roles roles turkish colonial ottoman ottoman slave slave islam slaves slaves slavery slavery turk
88_3	were did how government control role england political parliament step ancient rule rule colonial ruling governing governing slavery governed governance gerry regulate govern govern govern
88_4	was because why role society important important important communication importance importance achievement
88_5	were like like did europe culture culture empire empire ancient cultural cultural turkish turkish medieval expect ottoman ottoman ottoman islam cultures cultures ritual civilization turk
88_6	##er history tell story story role role ##ers writer ancient historical stories telling roles turkish ottoman ottoman genre myth turk ##tell ##tell scribe
88_7	were history story story popular popular famous empire empire ancient stories stories turkish turkish dynasty ottoman ottoman ottoman popularity popularity tale tales myth turk
88_8	role important important success ##et ##et ##et mill mill mill importance importance agriculture significance
88_9	were did because still british british why continued society keep england stop leave uk remaining continue britain britain freedom refused colonial continuing survive slave slave slaves slaves slavery slavery
88_10	national development role society important ##ism ##et ##et nation develop identity identity mill mill mill developing importance importance significance nationalist identities patriot
89_1	between fight nature relationship relationship animal hunter difference target threat hunt relationships adaptation relation owen mechanism biology prey prey hunger predators predators instinct predator predator predator predatory
89_2	they their food plant plant plants plants eat eat feed eating chuck crops timothy predators predators predator predator predator pest predatory
89_3	is are their ##p lady particular particular feature genus specific flying ##ps fly fly specifically dragon ##tra ##tra lily venus venus venus
