81_1	when if know your go going open door door tell bad bad opening wrong step shut doors check failure shock switch knock garage garage error brake mechanic opener opener
81_2	it now now because work work why really working working works stop stop currently stopped stopped problem suddenly cause failed shut crash battery switch ceased error fix robot expired annoying samsung
81_3	it someone person doctor cost cost price price damage fixed replacement repair repair fee fix fix penny ransom
81_4	it if than old instead instead instead change rather replaced step anyway alternative replace replace replacement replacement remove replacing replacing switch repair substitute fix ruin renovation cancel recycling
81_5	you one one new new new now how another find version change step choice ones pick newly alternative transfer buy request choose choose decide replace replacement remove latest switch select select choosing upgrade cancel recycling
81_6	1 a one one what do say help control james role move person technology ones simon stupid stupid smart smart smart wise robot tracking ##dget
81_7	you me their what about them know know your tell important important safe safe safety safety safety protection knowing dangerous importance importance comfort prevention workplace
81_8	were be they would can could how someone dangerous threat scheme mechanism stolen fake spy steal fraud anonymous zombie cyber ##jack exploit bullying hack hack hacker hacker hacking hacked hacked
82_1	##o know food food list label label learning learn foods certification labels labeled gm gm gm nutrition patented fda labeling
82_2	##s pro pro pro difference con con disadvantage disadvantage
82_3	##s ##s pro difference consequences con con con disadvantage disadvantage
82_4	european european germany uk europe europe parliament rules rules rule rule laws alliance standards requirements regulations eu eu eu regulation euro harmon
82_5	tell ##able analysis trail techniques tools tools technique tool trace trace trace database ##ability ##ability tracking
82_6	- co co co role role addition partner roles roles extra extra extra plus specialist extras
82_7	for how done done process test test evidence step analysis clean testing testing testing lab sample experiment procedure infection infection inspection forensic contamination contamination contamination contaminated contaminated ##zard
82_8	us us different european european europe europe usa usa approach approach difference difference perspective approaches approaches
82_9	how work work based based based research works process step analysis method method methods gene techniques technique dna dna dna mechanism genetic experiment watson algorithm forensic sequencing
82_10	- - would could better co co co added addition additional effect increase proposed extra extra extra plus advantage improve improve reduce benefit bonus improvement improvement efficiency improvements supplement extras
83_1	their about some things important fact fact animal details beauty interesting interesting characteristics honey facts facts bee bee bee ##bee bees bees bees insect fascinating burt
83_2	t it not no because never why story bad error scandal ruin cancel spoiled spoil spoil spoil
83_3	so so such people many many because population death death why died die die cause sick suicide dying dying happiness hunger mortality exhaustion epidemic
83_4	it you can do done done stop stop stop stopped prevent remove ban intervention halt prevention distraction bullying curt alzheimer
83_5	they have their has been once lost done change changed changed gone happened happened effect recently destroyed environment damage happen happen abandoned threat conservation destruction habitat habitat habitat adaptation demolished affect extinct ruin endangered habitats habitats habitats pollution extinction predator pest
83_6	with you can do help help try problem problem step problems problems treatment alternative assist repair fix intervention frustration solve prevention heal cope distraction bullying remedy alzheimer
83_7	##d ##d caused caused cause cause disease causes cc cc cc
83_8	were they their out out would if if could once death death died died someone outside die die effect happen danger ##out suicide possibility survival consequences extinct ruin zombie
84_1	how work work company works start step create opportunity stock fund funding investment investment strategy marketing foster seed seed seed venture seeds seeds investments investments entrepreneur startup startup
84_2	more award tell round round angel angel angel rounds rounds angels angels scout dice
84_3	than how different similar competition compared compared crowd crowd difference funding marketing ##cing comparison comparison accounting fraud entrepreneur ##fu ##fu bart crowds compare compare ##nding ##nding
84_4	a a series series series round round average usually normal volume price typical typical rounds serial coin penny dice
84_5	risk risk stock dangerous dangerous investment investment danger consequences investors fraud investments investments risks risks asset invest investing investing disadvantage
84_6	##s used use different various sound type equipment types device instruments instruments devices instrument instrument vc vc vc
85_1	used used use car version owned cost cost price price driver truck buy sale milan edmund lamb lamb ##hini ##hini pricing ##org
85_2	than different car match similar roman engine beat compared compared difference vs rival milan comparison comparison magnus compare compare ferrari ferrari ferrari
85_3	out out about ##ing ##ed ##ed food food kitchen truck truck restaurant ##out interesting interesting ##mp ##mp trucks trucks exciting sandwich zombie pi pi fascinating bait
85_4	need need needed required necessary license license license charter licensed licensed qualification registration permit permit certification permits permits licenses
85_5	what best make make good good good located located great better important makes location location create perfect opportunity advantage locations locations determine geography landmarks zoning
85_6	like like day day day life days days average usually normal normal daily typically weather saturday typical typical typical julian happiness bradley mans
85_7	it you can can while how run run version program able project running running campaign success success successful successful step successfully successfully successfully button succeed safely deployment startup
85_8	from some best good good example example learning learning types teaching learn learn skills examples examples examples interesting
85_9	was it made did make popular success success successful successful failed ##ive effective besides restaurant beer taste creative interesting chocolate innovation invented entrepreneur invention flavor flavor profitable ##vent ##vent patented flavors flavors
86_1	like like summer weather weather cool cool climate climate temperature utah utah utah comfort terrain ut ut
86_2	city city how different george lake lake urban difference difference salt salt salt lakes utah utah vegas geography differ differ
86_3	major main main main industry primary economic economic economic activities activities mainly activity activity core economy economy sector biggest agriculture entrepreneur bart
86_4	was game 2006 football games games 2002 2002 2002 2001 1997 event 1994 success basketball effect olympics effects impact impact olympic crash affect impacts impacted
86_5	were used used use located major important important areas mountain location equipment sport sites importance importance locations locations ski ski ski terrain venues skiing skiing destinations landmarks
86_6	city city major park non non non important important race event event festival events events significant activities happen sport philadelphia colorado importance occur montreal happening vegas montana ski ski terrain skiing skiing landmarks
86_7	some do area park things non non non thing areas popular popular hotel activities winter winter nearby garden visit snow weather friendly popularity recreation landmarks
87_1	different type type plant tree tree variety genus color trees trees types types plants orange orange orange fruit colour flower varieties
87_2	you are they their two can like them how say together different tell tell separate separate split telling apart apart apart shape difference separated determine separation math clue distinguish differ
87_3	have has type type plant lack types blade spike crush woody thorn thorn thorn tori prick thorns thorns thorns
87_4	from from were are they their come come history original originally originally culture location ancient origin origin tribe habitat origins geography nationality
